Date,Open,High,Low,Close,Adj Close,Volume
2025-01-02,9650.00,9900.00,9650.00,9900.00,9141.23,38124800
2025-01-03,9850.00,9925.00,9825.00,9850.00,9095.07,41916000
2025-01-06,9850.00,9875.00,9650.00,9675.00,8933.48,41593900
2025-01-07,9675.00,9725.00,9525.00,9525.00,8794.98,71318600
2025-01-08,9675.00,9775.00,9575.00,9675.00,8933.48,55943100
2025-01-09,9750.00,9875.00,9725.00,9850.00,9095.07,42733800
2025-01-10,9800.00,9925.00,9725.00,9725.00,8979.65,72531300
2025-01-13,9625.00,9725.00,9625.00,9675.00,8933.48,88270100
2025-01-14,9600.00,9725.00,9525.00,9525.00,8794.98,70942600
2025-01-15,9575.00,9800.00,9550.00,9800.00,9048.90,77098000
2025-01-16,9850.00,9925.00,9750.00,9750.00,9002.73,76979000
2025-01-17,9750.00,9900.00,9650.00,9900.00,9141.23,71033100
2025-01-20,9850.00,9875.00,9625.00,9625.00,8887.31,112111200
2025-01-21,9600.00,9675.00,9550.00,9575.00,8841.14,124547900
2025-01-22,9650.00,9675.00,9575.00,9600.00,8864.23,90154800
2025-01-23,9600.00,9750.00,9600.00,9600.00,8864.23,120515400
2025-01-24,9625.00,9650.00,9350.00,9350.00,8633.39,152057000
2025-01-30,9150.00,9275.00,9150.00,9150.00,8448.72,154645800
2025-01-31,9250.00,9500.00,9225.00,9450.00,8725.72,112982800
2025-02-03,9400.00,9400.00,9225.00,9350.00,8633.39,90439900
2025-02-04,9350.00,9400.00,9175.00,9175.00,8471.80,94607700
2025-02-05,9100.00,9175.00,9100.00,9125.00,8425.63,98229900
2025-02-06,9075.00,9100.00,8850.00,8950.00,8264.05,171477800
2025-02-07,8950.00,9350.00,8825.00,9350.00,8633.39,131162200
2025-02-10,9025.00,9250.00,9025.00,9150.00,8448.72,76209100
2025-02-11,9025.00,9100.00,9000.00,9075.00,8379.46,71188300
2025-02-12,8950.00,9150.00,8950.00,9150.00,8448.72,121172600
2025-02-13,9100.00,9150.00,9000.00,9000.00,8310.21,90439700
2025-02-14,9000.00,9075.00,8950.00,8975.00,8287.13,116274500
2025-02-17,8975.00,9325.00,8975.00,9325.00,8610.30,89096400
2025-02-18,9325.00,9575.00,9250.00,9300.00,8587.22,107318300
2025-02-19,9225.00,9250.00,8950.00,8950.00,8264.05,154438200
2025-02-20,8975.00,9025.00,8950.00,9000.00,8310.21,119260800
2025-02-21,8950.00,9000.00,8925.00,9000.00,8310.21,106054700
2025-02-24,8925.00,8975.00,8875.00,8925.00,8240.96,108530300
2025-02-25,8900.00,9000.00,8825.00,8825.00,8148.63,101592700
2025-02-26,8800.00,8900.00,8725.00,8775.00,8102.46,117843500
2025-02-27,8800.00,8800.00,8500.00,8525.00,7871.62,199991600
2025-02-28,8525.00,8675.00,8425.00,8425.00,7779.28,293095000
2025-03-03,8600.00,8900.00,8550.00,8800.00,8125.54,192944300
2025-03-04,8900.00,8925.00,8675.00,8850.00,8171.71,125418500
2025-03-05,8825.00,9175.00,8825.00,9000.00,8310.21,155207900
2025-03-06,9200.00,9200.00,8975.00,8975.00,8287.13,96270100
2025-03-07,9000.00,9000.00,8925.00,8925.00,8240.96,82295300
2025-03-10,8750.00,8975.00,8725.00,8925.00,8240.96,97652100
2025-03-11,8950.00,9050.00,8875.00,8925.00,8240.96,109295600
2025-03-12,9025.00,9125.00,8975.00,9125.00,8425.63,87968900
2025-03-13,9150.00,9175.00,8975.00,8975.00,8287.13,83030700
2025-03-14,8800.00,8925.00,8750.00,8750.00,8079.38,111397800
2025-03-17,8750.00,8775.00,8550.00,8600.00,7940.87,151365700
2025-03-18,8500.00,8550.00,8075.00,8300.00,7663.86,417305700
