Date,Open,High,Low,Close,Adj Close,Volume
2025-01-02,4910.00,4970.00,4900.00,4950.00,4557.96,17924000
2025-01-03,4950.00,4970.00,4920.00,4950.00,4557.96,12711800
2025-01-06,4950.00,5000.00,4860.00,4860.00,4475.09,18412500
2025-01-07,4860.00,4920.00,4850.00,4920.00,4530.33,20452200
2025-01-08,4880.00,4910.00,4810.00,4810.00,4429.05,23739400
2025-01-09,4830.00,4950.00,4830.00,4930.00,4539.54,23802600
2025-01-10,4940.00,4960.00,4860.00,4900.00,4511.92,31951800
2025-01-13,4910.00,4920.00,4720.00,4750.00,4373.80,46247300
2025-01-14,4770.00,4850.00,4750.00,4750.00,4373.80,28096700
2025-01-15,4790.00,4940.00,4780.00,4940.00,4548.75,27497200
2025-01-16,5025.00,5025.00,4880.00,4880.00,4493.50,30520200
2025-01-17,4860.00,4970.00,4840.00,4940.00,4548.75,23691900
2025-01-20,4940.00,4960.00,4900.00,4910.00,4521.13,11873200
2025-01-21,4930.00,4970.00,4900.00,4910.00,4521.13,21762200
2025-01-22,4920.00,4980.00,4880.00,4960.00,4567.17,33116700
2025-01-23,4960.00,4980.00,4900.00,4900.00,4511.92,17049700
2025-01-24,4900.00,4960.00,4870.00,4870.00,4484.29,19663900
2025-01-30,4870.00,4870.00,4780.00,4780.00,4401.42,28147100
2025-01-31,4790.00,4840.00,4790.00,4800.00,4419.84,27064100
2025-02-03,4800.00,4800.00,4740.00,4760.00,4383.01,33116100
2025-02-04,4770.00,4840.00,4760.00,4800.00,4419.84,20631500
2025-02-05,4850.00,4850.00,4730.00,4740.00,4364.59,20436200
2025-02-06,4740.00,4740.00,4520.00,4550.00,4189.64,61645400
2025-02-07,4610.00,4670.00,4530.00,4650.00,4281.72,33223300
2025-02-10,4610.00,4650.00,4520.00,4570.00,4208.06,40230000
2025-02-11,4590.00,4650.00,4570.00,4610.00,4244.89,32956400
2025-02-12,4680.00,4680.00,4620.00,4640.00,4272.51,30762900
2025-02-13,4640.00,4670.00,4580.00,4660.00,4290.93,21320200
2025-02-14,4660.00,4730.00,4640.00,4680.00,4309.34,31409000
2025-02-17,4680.00,4780.00,4670.00,4740.00,4364.59,30270200
2025-02-18,4740.00,4840.00,4740.00,4800.00,4419.84,31828200
2025-02-19,4820.00,4840.00,4610.00,4700.00,4327.76,47951400
2025-02-20,4700.00,4740.00,4650.00,4720.00,4346.18,23653800
2025-02-21,4740.00,4800.00,4600.00,4750.00,4373.80,31937400
2025-02-24,4750.00,4770.00,4660.00,4700.00,4327.76,22303600
2025-02-25,4710.00,4750.00,4550.00,4560.00,4198.85,42728600
2025-02-26,4560.00,4600.00,4520.00,4580.00,4217.26,19351300
2025-02-27,4550.00,4590.00,4480.00,4590.00,4226.47,37731000
2025-02-28,4650.00,4650.00,4370.00,4530.00,4171.22,70620000
2025-03-03,4530.00,4720.00,4500.00,4680.00,4309.34,65345600
2025-03-04,4680.00,4700.00,4590.00,4690.00,4318.55,40873900
2025-03-05,4700.00,4900.00,4690.00,4900.00,4511.92,86703900
2025-03-06,4900.00,4960.00,4860.00,4900.00,4511.92,51276300
2025-03-07,4900.00,4970.00,4790.00,4930.00,4539.54,59830500
2025-03-10,4900.00,4900.00,4750.00,4770.00,4392.21,53139600
2025-03-11,4720.00,4800.00,4700.00,4800.00,4419.84,35571600
2025-03-12,4760.00,4830.00,4740.00,4810.00,4429.05,29264500
2025-03-13,4790.00,4810.00,4680.00,4730.00,4355.38,41066600
2025-03-14,4730.00,4730.00,4610.00,4620.00,4254.10,35967600
2025-03-17,4660.00,4670.00,4610.00,4620.00,4254.10,23856300
2025-03-18,4630.00,4650.00,4460.00,4650.00,4281.72,66583100
2025-03-19,4650.00,4700.00,4610.00,4690.00,4318.55,37556400
2025-03-20,4690.00,4750.00,4640.00,4710.00,4336.97,23310500
2025-03-21,4720.00,4840.00,4630.00,4840.00,4456.67,57730500
2025-03-24,4780.00,4780.00,4540.00,4690.00,4318.55,29695400
2025-03-25,4700.00,4700.00,4610.00,4650.00,4281.72,26320300
2025-03-26,4660.00,4840.00,4660.00,4800.00,4419.84,30508200
2025-03-27,4800.00,4920.00,4790.00,4920.00,4530.33,44551200
2025-04-08,4800.00,4800.00,4450.00,4480.00,4125.18,94752400
2025-04-09,4480.00,4660.00,4470.00,4620.00,4254.10,46086300
2025-04-10,4750.00,4840.00,4690.00,4710.00,4336.97,43115600
2025-04-11,4660.00,4740.00,4620.00,4710.00,4336.97,31446100
2025-04-14,4740.00,4930.00,4710.00,4930.00,4539.54,39843200
